Helység,Törzskörméret (cm),Megye,GPS adat,Mérés éve,Faj,"Megjegyzés, újabb mérés, nyomravezető",lat,lon
Homorúd,505,Baranya,"45,57,48-18,49,07",2017,kocsányos tölgy,"András István, Torma Zoltánné, Torma Zoltán",45.963333,18.818611
Ercsi,505,Fejér,"47,14,20-18,54,14",2009,kocsányos tölgy,Baranyai László; 2018: kiszáradt (Szél Győző),47.238889,18.903889
Somogyfajsz,505,Somogy,"46,30,09-17,33,54",2016,kocsányos tölgy,Sólyom Attila,46.5025,17.565
Tiszaújváros,505,Borsod-Abaúj-Zemplén,"47,54,57-21,05,51",2019,kocsányos tölgy,"Török Tamás, Kecskeméti Zoltán",47.915833,21.0975
Tiszaújváros,505,Borsod-Abaúj-Zemplén,"47,54,56-21,05,50",2019,kocsányos tölgy,"Török Tamás, Kecskeméti Zoltán",47.915556,21.097222
Nemesnép,505,Zala,"46,42,18-16,27,45",2004,kocsányos tölgy,2012: kivágták,46.705,16.4625
Vérteskethely,505,Komárom-Esztergom,"47,29,05-18,05,22",2020,kocsányos tölgy,Szél Győző; magasság: 20 m/2020,47.484722,18.089444
Vejti,505,Baranya,"45,49,47-17,58,18",2016,kocsányos tölgy,,45.829722,17.971667
Túristvándi,505,Szabolcs-Szatmár-Bereg,"48,03,50-22,39,59",2014,kocsányos tölgy,,48.063889,22.666389
Zomba,505,Tolna,"46,25,07-18,33,40",2025,kocsányos tölgy,"Baranyai László. 2025: Erősen csonkolt, de még kihajtott.",46.418611,18.561111
Csokonyavisonta,504,Somogy,"46,03,01-17,27,08",2016,kocsányos tölgy,,46.050278,17.452222
Bakonyszentlászló,504,Győr-Moson-Sopron,"47,22,14-17,49,02",2010,kocsányos tölgy,Vinye közelében; Jandala Attila,47.370556,17.817222
Tiszaújváros,504,Borsod-Abaúj-Zemplén,"47,54,56-21,05,54",2019,kocsányos tölgy,"Török Tamás, Kecskeméti Zoltán",47.915556,21.098333
Poroszló,504,Heves,"47,38,35-20,39,22",2016,kocsányos tölgy,Lesti Szabolcs,47.643056,20.656111
Túristvándi,504,Szabolcs-Szatmár-Bereg,"48,04,00-22,40,09",2014,kocsányos tölgy,,48.066667,22.669167
Somogyvár,504,Somogy,"46,34,24-17,36,42",2021,csertölgy,Sólyom Attila,46.573333,17.611667
Öreglak,503,Somogy,"46,36,25-17,37,35",2015,kocsányos tölgy,Sólyom Attila; piramistölgy,46.606944,17.626389
Tornyiszentmiklós,503,Zala,"46,31,51-16,32,10",2025,kocsányos tölgy,,46.530833,16.536111
Rinyabesenyő,503,Somogy,"46,09,42-17,35,03",2007,kocsányos tölgy,,46.161667,17.584167
Zsadány,503,Békés,"46,54,53-21,26,06",2013,kocsányos tölgy,Orosipusztán; 511/2023,46.914722,21.435
Füzérradvány,503,Borsod-Abaúj-Zemplén,"48,29,09-21,31,47",2004,kocsányos tölgy,2012: kidőlve,48.485833,21.529722
Hedrehely,503,Somogy,"46,10,32-17,39,40",2017,kocsányos tölgy,"Balogh Béla, Lukács Róbert; magasság: 22 m/2017",46.175556,17.661111
Homokszentgyörgy,503,Somogy,"46,08,22-17,35,59",2005,kocsányos tölgy,,46.139444,17.599722
Lad/Rákospuszta,503,Somogy,"46,08,48-17,39,35",2009,kocsányos tölgy,Lukács Róbert; 521/2017; magasság: 31 m/2017,46.146667,17.659722
Nagyrécse,503,Zala,"46,29,08-17,04,27",2018,csertölgy,507/2024,46.485556,17.074167
Somogytarnóca,503,Somogy,"46,00,46-17,27,35",2011,kocsányos tölgy,"Zombori Zoltán, Lukács Róbert",46.012778,17.459722
Szőlősgyörök,503,Somogy,"46,42,21-17,42,04",2012,csertölgy,Sólyom Attila,46.705833,17.701111
Iklódbördőce,503,Zala,"46,35,22-16,35,53",2012,kocsányos tölgy,Baranyai László,46.589444,16.598056
Keszthely,503,Zala,"46,46,13-17,14,19",2011,kocsányos tölgy,Korhadó törzsű,46.770278,17.238611
Túristvándi,503,Szabolcs-Szatmár-Bereg,"48,03,52-22,40,08",2009,kocsányos tölgy,Barcánfalvi Péter,48.064444,22.668889
Tiszaigar,503,Jász-Nagykun-Szolnok,"47,31,12-20,47,55",2016,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán",47.52,20.798611
Ugod,503,Veszprém,"47,17,21-17,40,38",2017,kocsányos tölgy,"Jandala Attila, Sütő Krisztián; Torma Zoltánné, Torma Zoltán",47.289167,17.677222
Szákszend,503,Komárom-Esztergom,"47,29,18-18,11,20",2020,kocsányos tölgy,Szél Győző; magasság: 28 m/2020,47.488333,18.188889
Bocska,503,Zala,"46,33,33-16,53,19",2023,kocsányos tölgy,Schneidler Viktor (BFNP),46.559167,16.888611
Szarvas,503,Békés,"46,51,14-20,31,42",2017,kocsányos tölgy,magasság: 24 m/2017,46.853889,20.528333
Szarvas,502,Békés,"46,52,37-20,31,45",2009,kocsányos tölgy,Baranyai László,46.876944,20.529167
Kerkafalva,502,Zala,"46,47,00-16,28,42",2004,kocsányos tölgy,513/2012,46.783333,16.478333
Somogytarnóca,502,Somogy,"46,00,48-17,27,41",2015,kocsányos tölgy,Szél Győző,46.013333,17.461389
Körmend,502,Vas,"46,59,52-16,33,55",2022,kocsányos tölgy,magasság: 30 m/2022,46.997778,16.565278
Tápióság,502,Pest,"47,24,10-19,37,00",2011,kocsányos tölgy,Lesti Szabolcs,47.402778,19.616667
Szeged,502,Csongrád,"46,14,47-20,09,47",2008,kocsányos tölgy,"515/2019, 514/2023 - kérge leesőben",46.246389,20.163056
Szabadkígyós,502,Békés,"46,36,28-21,05,05",2010,kocsányos tölgy,513/2017; magasság: 28 m/2017; 514/2021,46.607778,21.084722
Zsadány,502,Békés,"46,54,50-21,26,05",2023,kocsányos tölgy,magasság: 26 m/2023,46.913889,21.434722
Homokszentgyörgy,502,Somogy,"46,07,26-17,32,09",2014,csertölgy,Lukács Róbert,46.123889,17.535833
Cserépfalu,502,Borsod-Abaúj-Zemplén,"47,57,44-20,33,42",2008,kocsányos tölgy,,47.962222,20.561667
Szálka,502,Tolna,"46,18,07-18,38,23",2019,kocsányos tölgy,Elblinger Ferenc; magasság: 30 m/2019,46.301944,18.639722
Somogyvár,502,Somogy,"46,34,30-17,36,22",2021,csertölgy,Sólyom Attila,46.575,17.606111
Babócsa,502,Somogy,"46,02,12-17,20,54",2012,kocsányos tölgy,"Lukács Róbert, Szél Győző, Zombori Zoltán; Takács Márton 2017: kivágták",46.036667,17.348333
Zsadány,502,Békés,"46,54,49-21,26,07",2004,kocsányos tölgy,Orosipusztán; 526/2023,46.913611,21.435278
Debrecen,502,Hajdú-Bihar,"47,33,12-21,37,52",2012,kocsányos tölgy,,47.553333,21.631111
Gyulavári,502,Békés,"46,41,32-21,25,06",2013,kocsányos tölgy,520/2025,46.692222,21.418333
Letenye,501,Zala,"46,26,05-16,43,29",2011,kocsányos tölgy,,46.434722,16.724722
Potony,501,Somogy,"45,55,52-17,38,42",2005,kocsányos tölgy,519/2011; 536/2016; 548/2019; 570/2026,45.931111,17.645
Gemenc,501,Tolna,"46,15,35-18,50,39",2019,kocsányos tölgy,Elblinger Ferenc,46.259722,18.844167
Dég,501,Fejér,"46,52,30-18,26,02",2009,kocsányos tölgy,Kármán Balázs; 509/2014,46.875,18.433889
Telkibánya,501,Borsod-Abaúj-Zemplén,"48,30,31-21,23,10",2018,kocsányos tölgy,"Boda Zoltán, Torma Zoltánné, Torma Zoltán",48.508611,21.386111
Kapolcs**,501,Veszprém,"46,57,25-17,34,59",2024,csertölgy,Szabó János,46.956944,17.583056
Bogyiszló,501,Tolna,"46,23,28-18,52,05",2014,kocsányos tölgy,Elblinger Ferenc; erősen korhad,46.391111,18.868056
Lad/Rákospuszta,501,Somogy,"46,08,58-17,39,32",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán",46.149444,17.658889
Buják,501,Nógrád,"47,54,32-19,32,05",2013,kocsányos tölgy,,47.908889,19.534722
Sima,501,Borsod-Abaúj-Zemplén,"48,17,56-21,17,58",2018,kocsányos tölgy,472/2003; magasság: 15 m/2018; 511/2022,48.298889,21.299444
Hercegszántó (Karapancsa),501,Bács-Kiskun,"45,55,27-18,51,51",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán, Elblinger Ferenc",45.924167,18.864167
Adony,501,Fejér,"47,07,12-18,51,36",2015,kocsányos tölgy,,47.12,18.86
Sirok,501,Heves,"47,57,02-20,14,29",2018,kocsányos tölgy,"Pócsi Béla, Torma Zoltán, Torma Zoltánné",47.950556,20.241389
Gersekarát,501,Vas,"46,59,33-16,44,29",2008,kocsányos tölgy,,46.9925,16.741389
Börzsöny (Borsosberény),501,Nógrád,"47,58,49-19,02,14",2005,csertölgy,,47.980278,19.037222
Tapsony,500,Somogy,"46,26,49-17,18,07",2010,kocsányos tölgy,Takács Márton 2018: kivágták,46.446944,17.301944
Szeremle,500,Bács-Kiskun,"46,06,41-18,49,18",2010,kocsányos tölgy,"Nebojszki László, Zilinszki Csaba",46.111389,18.821667
Pölöske,500,Zala,"46,43,20-16,52,32",2023,kocsányos tölgy,Schneidler Viktor (BFNP),46.722222,16.875556
Somogytarnóca,500,Somogy,"46,00,38-17,28,46",2011,kocsányos tölgy,"Zombori Zoltán, Lukács Róbert",46.010556,17.479444
Tuzsér,500,Szabolcs-Szatmár-Bereg,"48,20,55-22,07,18",2023,kocsányos tölgy,,48.348611,22.121667
Tatabánya,500,Komárom-Esztergom,"47,31,39-18,23,57",2008,kocsányos tölgy,,47.5275,18.399167
Füzérradvány,500,Borsod-Abaúj-Zemplén,"48,29,01-21,31,57",2009,kocsányos tölgy,503/2012; 518/2019; 521/2020; 530/2025,48.483611,21.5325
Encs,500,Borsod-Abaúj-Zemplén,"48,19,43-21,07,11",2009,kocsányos tölgy,Molnár Bence és Zoltán; 514/2020,48.328611,21.119722
Pornóapáti,500,Vas,"47,10,03-16,28,54",2024,kocsányos tölgy,Nagy Dániel (Őrségi Nemzeti Park),47.1675,16.481667
Ikervár,500,Vas,"47,11,13-16,53,14",2008,kocsányos tölgy,"Pásti Gréta, Baranyai László",47.186944,16.887222
Golop,500,Borsod-Abaúj-Zemplén,"48,14,18-21,11,42",2009,kocsányos tölgy,Vincze Attila; Molnár Bence és Zoltán,48.238333,21.195
Molvány,500,Baranya,"46,01,22-17,45,01",2011,kocsányos tölgy,Lukács Róbert,46.022778,17.750278
Merenye,500,Baranya,"46,03,33-17,42,23",2020,kocsányos tölgy,Lukács Róbert,46.059167,17.706389
Zádor,500,Baranya,"45,56,57-17,38,55",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 16 m/2020",45.949167,17.648611
Mike,500,Somogy,"46,14,14-17,32,08",2011,kocsányos tölgy,kettős törzsű; 538/2023,46.237222,17.535556
Kastélyosdombó,500,Somogy,"45,56,26-17,36,56",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 29 m/2020",45.940556,17.615556
Ivánc,500,Vas,"46,56,45-16,30,04",2015,vörös tölgy,"Szél Győző, Torma Zoltán, Torma Zoltánné",46.945833,16.501111
Nagyatád,500,Somogy,"46,12,08-17,19,57",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2020",46.202222,17.3325
Csokonyavisonta,500,Somogy,"46,02,56-17,28,35",2020,kocsányos tölgy,,46.048889,17.476389
Csokonyavisonta,500,Somogy,"46,02,41-17,27,09",2016,kocsányos tölgy,,46.044722,17.4525
Csorna,500,Győr-Moson-Sopron,"47,37,14-17,15,08",2009,kocsányos tölgy,,47.620556,17.252222
Somogyfajsz,500,Somogy,"46,30,08-17,33,58",2010,kocsányos tölgy,508/2016,46.502222,17.566111
Tornyiszentmiklós,500,Zala,"46,31,55-16,32,04",2025,kocsányos tölgy,,46.531944,16.534444
Barcs,500,Somogy,"45,59,11-17,27,33",2020,csertölgy,,45.986389,17.459167
Barcs,500,Somogy,"45,58,43-17,27,41",2020,csertölgy,,45.978611,17.461389
Kisgyőr,500,Borsod-Abaúj-Zemplén,"48,01,30-20,44,02",2010,kocsányos tölgy,"Zay Dávid; kettős törzsű, 510/2016",48.025,20.733889
Gyulavári,500,Békés,"46,41,34-21,25,07",2025,kocsányos tölgy,,46.692778,21.418611
Barcs,500,Somogy,"45,58,40-17,27,43",2020,csertölgy,,45.977778,17.461944
Kondó,500,Borsod-Abaúj-Zemplén,"48,11,14-20,35,08",2021,kocsányos tölgy,"Várady Gergely, Várady Zsolt; magasság: 28 m/2021",48.187222,20.585556
Zsennye,500,Vas,"47,06,22-16,49,36",2005,kocsányos tölgy,534/2014; 545/2020; magasság: 28 m/2020,47.106111,16.826667
Dombrád,500,Szabolcs-Szatmár-Bereg,"48,13,33-21,55,28",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2017",48.225833,21.924444
Körmend,500,Vas,"47,00,47-16,36,41",2014,kocsányos tölgy,Szél Győző,47.013056,16.611389
Kéked,500,Borsod-Abaúj-Zemplén,"48,32,40-21,21,22",2010,kocsányos tölgy,Molnár Bence,48.544444,21.356111
Szőcsénypuszta,500,Somogy,"46,31,40-17,18,56",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán",46.527778,17.315556
Gerla,500,Békés,"46,41,58-21,11,10",2004,kocsányos tölgy,"529/2025, alig van élő ága",46.699444,21.186111
Kaszó,500,Somogy,"46,19,18-17,13,27",2016,kocsányos tölgy,,46.321667,17.224167
Soltvadkert,500,Bács-Kiskun,"46,33,36-19,25,36",2022,kocsányos tölgy,Engler Csaba; magasság: 24 m/2022; 505/2026,46.56,19.426667
Viszák,500,Vas,"46,52,54-16,27,52",2016,kocsányos tölgy,"Torma Zoltán, Torma Zoltánné",46.881667,16.464444
Sárvár,500,Vas,"47,17,11-16,58,19",2020,kocsányos tölgy,,47.286389,16.971944
Horvátzsidány,500,Vas,"47,23,25-16,37,52",2014,kocsánytalan tölgy,,47.390278,16.631111
Szarvas,500,Békés,"46,51,17-20,31,41",2003,kocsányos tölgy,521/2017; magasság: 20 m/2017,46.854722,20.528056
Ajka,500,Veszprém,"47,02,10-17,34,35",2013,csertölgy,Jandala Attila,47.036111,17.576389
Háromhuta,496,Borsod-Abaúj-Zemplén,"48,24,49-21,23,55",2019,kocsánytalan tölgy,ZDT,48.413611,21.398611
Háromhuta,495,Borsod-Abaúj-Zemplén,"48,24,42-21,24,00",2019,kocsánytalan tölgy,"Torma Zoltán, Torma Zoltánné",48.411667,21.4
Pusztaederics,493,Zala,"46,37,39-16,47,53",2016,kocsánytalan tölgy,Pálinkás Ákos,46.6275,16.798056
Háromhuta,490,Borsod-Abaúj-Zemplén,"48,23,49-21,22,20",2019,kocsánytalan tölgy,"Cseppely Attila, Torma Zoltán; magasság: 23 m/2019",48.396944,21.372222
Mátramindszent,484,Nógrád,"47,57,13-19,56,50",2025,kocsánytalan tölgy,"Torma Zoltán, Gelle Gábor; Honvéd János-fa",47.953611,19.947222
Bátaszék,479,Tolna,"46,10,13-18,42,01",2015,molyhos tölgy,Elblinger Ferenc,46.170278,18.700278
Szarvas,479,Békés,"46,52,32-20,32,02",2017,vörös tölgy,magasság: 29 m/2017,46.875556,20.533889
Pusztamagyaród,477,Zala,"46,36,12-16,49,52",2021,vörös tölgy,"Bonczók József, Torma Zoltán",46.603333,16.831111
Lesencetomaj,475,Veszprém,"46,54,00-17,23,06",2018,kocsánytalan tölgy,Nagy Olga; magasság: 19 m/2018,46.9,17.385
Álmosd,474,Hajdú-Bihar,"47,24,35-21,58,53",2016,vörös tölgy,"Torma Zoltán, Torma Zoltánné",47.409722,21.981389
Füzérkajata,472,Borsod-Abaúj-Zemplén,"48,31,20-21,31,13",2009,kocsánytalan tölgy,485/2018,48.522222,21.520278
Dörgicse,470,Veszprém,"46,54,38-17,42,37",2008,molyhos tölgy,473/2014,46.910556,17.710278
Hollád,465,Somogy,"46,37,40-17,18,35",2017,kocsánytalan tölgy,Sólyom Attila,46.627778,17.309722
Bejcgyertyános,461,Vas,"47,08,42-16,58,16",2022,vörös tölgy,"Szél Győző, Daniló Eszter; magasság: 30 m/2022",47.145,16.971111
Hollád,460,Somogy,"46,37,40-17,18,35",2017,kocsánytalan tölgy,Sólyom Attila,46.627778,17.309722
Sopron,457,Győr-Moson-Sopron,"47,39,20-16,30,01",2018,kocsánytalan tölgy,"Szél Győző, magasság: 23 m/2018; brennbergbányai temetőben",47.655556,16.500278
Vértessomló,456,Komárom-Esztergom,"47,29,19-18,27,29",2021,kocsánytalan tölgy,magasság: 23 m/2021,47.488611,18.458056
Veszprémfajsz,456,Veszprém,"47,00,37-17,53,48",2006,molyhos tölgy,hibrid? 463/2020,47.010278,17.896667
Szólád,456,Somogy,"46,47,41-17,51,50",2014,molyhos tölgy,Ágoston Tibor,46.794722,17.863889
Ivánc,455,Vas,"46,56,49-16,29,57",2021,vörös tölgy,,46.946944,16.499167
Orosztony,448,Zala,"46,35,50-17,03,30",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP),46.597222,17.058333
Ivánc,448,Vas,"46,56,47-16,30,25",2015,vörös tölgy,Szél Győző; 459/2021,46.946389,16.506944
Pusztamagyaród,446,Zala,"46,36,12-16,49,50",2021,vörös tölgy,"Bonczók József, Torma Zoltán",46.603333,16.830556
Ivánc,445,Vas,"46,56,54-16,30,02",2021,vörös tölgy,,46.948333,16.500556
Körmend,443,Vas,"47,00,33-16,36,48",2019,magyar tölgy,,47.009167,16.613333
Mikosszéplak,435,Vas,"47,01,46-16,59,59",2025,kocsánytalan tölgy,Baráth Miklós,47.029444,16.999722
Mátramindszent,435,Nógrád,"47,57,18-19,56,58",2025,kocsánytalan tölgy,"Torma Zoltán, Gelle Gábor",47.955,19.949444
Mikosszéplak,430,Vas,"47,01,50-16,59,57",2025,kocsánytalan tölgy,Baráth Miklós,47.030556,16.999167
Ivánc,430,Vas,"46,56,57-16,30,08",2021,vörös tölgy,,46.949167,16.502222
Cégénydányád,427,Szabolcs-Szatmár-Bereg,"47,55,52-22,32,23",2023,vörös tölgy,"Torma Zoltánné, Torma Zoltán",47.931111,22.539722
Szanda,425,Nógrád,"47,54,51-19,25,19",2020,kocsánytalan tölgy,"Ember István, Torma Zoltán; magasság: 15 m/2020",47.914167,19.421944
Füzér,425,Borsod-Abaúj-Zemplén,"48,34,56-21,26,17",2019,kocsánytalan tölgy,"Torma Zoltánné, Torma Zoltán",48.582222,21.438056
Szarvas,424,Békés,"46,52,43-20,32,01",2017,vörös tölgy,Szél Győző; magasság: 25 m/2017,46.878611,20.533611
Felsőpetény,422,Nógrád,"47,53,04-19,11,59",2016,vörös tölgy,"Torma Zoltán, Torma Zoltánné",47.884444,19.199722
Orosztony,419,Zala,"46,35,57-17,03,48",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP),46.599167,17.063333
Somogybükkösd,418,Somogy,"46,18,01-16,59,17",2017,vörös tölgy,"Torma Zoltánné, Torma Zoltán",46.300278,16.988056
Magyarszecsőd,418,Vas,"47,02,30-16,39,01",2018,vörös tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2018",47.041667,16.650278
Kőszeg,414,Vas,"47,24,17-16,31,06",2025,kocsánytalan tölgy,,47.404722,16.518333
Hollád,414,Somogy,"46,37,39-17,18,33",2017,kocsánytalan tölgy,Sólyom Attila; magasság: 17 m/2017,46.6275,17.309167
Orosztony,411,Zala,"46,35,52-17,03,43",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP),46.597778,17.061944
Füzér,411,Borsod-Abaúj-Zemplén,"48,34,39-21,26,15",2019,kocsánytalan tölgy,"Torma Zoltánné, Torma Zoltán",48.5775,21.4375
Borsodnádasd,407,Borsod-Abaúj-Zemplén,"48,05,36-20,13,53",2019,kocsánytalan tölgy,"Boza Donát, Torma Zoltán",48.093333,20.231389
Óföldeák,407,Csongrád,"46,16,54-20,23,48",2011,vörös tölgy,,46.281667,20.396667
Pusztamagyaród,406,Zala,"46,36,12-16,49,48",2021,vörös tölgy,"Bonczók József, Torma Zoltán",46.603333,16.83
Bejcgyertyános,403,Vas,"47,08,42-16,58,15",2022,vörös tölgy,"Szél Győző, Daniló Eszter",47.145,16.970833
Bábolna,630,Győr-Moson-Sopron,"47,38,25-17,58,51",2006,fehér akác,"657/2022; magasság: 16,5 m/2022",47.640278,17.980833
Pusztavacs,534,Pest,"47,09,42-19,30,12",2011,fehér akác,"Baranyai László; Takács Márton 2014: élő főágát levágták, halott ága még áll, tősarjak élnek.",47.161667,19.503333
Kisgeresd,471,Baranya,"46,07,29-18,31,51",2012,fehér akác,Baranyai László,46.124722,18.530833
Bokod,450,Komárom-Esztergom,"47,28,11-18,15,44",2020,fehér akác,"Szél Győző; romos, törzse hiányos",47.469722,18.262222
Budapest,427,Pest,"47,28,34-19,06,04",2014,fehér akác,"Baranyai László, Szél Győző; egylevelű akác, a tábla szerint 1855-ben ültették",47.476111,19.101111
Somogytarnóca,425,Somogy,"46,00,37-17,28,34",2011,fehér akác,"Zombori Zoltán, Lukács Róbert",46.010278,17.476111
Somogytarnóca,424,Somogy,"46,00,29-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008056,17.476944
Gödöllő,420,Pest,"47,34,39-19,20,23",2015,fehér akác,Szél Győző; 2022: kivágták (Szél Győző),47.5775,19.339722
Budapest,417,Pest,"47,29,59-19,02,50",2008,fehér akác,,47.499722,19.047222
Szentpéterúr,417,Zala,"46,44,10-17,03,18",2024,fehér akác,,46.736111,17.055
Kapolcs,414,Veszprém,"46,58,24-17,36,53",2024,fehér akác,Szabó János,46.973333,17.614722
Somogytarnóca,411,Somogy,"46,00,34-17,28,29",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009444,17.474722
Dunaszentpál,404,Győr-Moson-Sopron,"47,45,33-17,30,34",2021,fehér akác,Szél Győző; magasság: 13 m/2021,47.759167,17.509444
Lajosmizse,403,Bács-Kiskun,"47,06,09-19,34,04",2011,fehér akác,Baranyai László,47.1025,19.567778
Balatonszemes,401,Somogy,"46,48,31-17,46,28",2024,fehér akác,Iván Imre,46.808611,17.774444
Somogytarnóca,401,Somogy,"46,00,33-17,28,38",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009167,17.477222
Szentpéterúr,396,Zala,"46,44,07-17,03,20",2024,fehér akác,,46.735278,17.055556
Szálka,396,Tolna,"46,15,56-18,37,31",2025,fehér akác,Elblinger Ferenc,46.265556,18.625278
Somogytarnóca,393,Somogy,"46,00,30-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008333,17.476944
Somogytarnóca,392,Somogy,"46,00,29-17,28,38",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008056,17.477222
Somogytarnóca,390,Somogy,"46,00,35-17,28,36",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009722,17.476667
Kapolcs,387,Veszprém,"46,57,43-17,36,35",2024,fehér akác,Szabó János,46.961944,17.609722
Somogytarnóca,386,Somogy,"46,00,40-17,28,52",2011,fehér akác,"Zombori Zoltán, Lukács Róbert",46.011111,17.481111
Somogytarnóca,385,Somogy,"46,00,32-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008889,17.476944
Somogytarnóca,385,Somogy,"46,00,33-17,28,36",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009167,17.476667
Somogytarnóca,382,Somogy,"46,00,38-17,28,35",2011,fehér akác,"Zombori Zoltán, Lukács Róbert",46.010556,17.476389
Somogytarnóca,379,Somogy,"46,00,32-17,28,50",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008889,17.480556
Somogytarnóca,379,Somogy,"46,00,35-17,28,31",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009722,17.475278
Szálka,379,Tolna,"46,15,59-18,37,30",2025,fehér akác,Elblinger Ferenc,46.266389,18.625
Kapolcs**,378,Veszprém,"46,58,21-17,36,51",2024,fehér akác,Szabó János,46.9725,17.614167
Somogytarnóca,378,Somogy,"46,00,34-17,28,51",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.009444,17.480833
Kaszó,376,Somogy,"46,18,35-17,12,54",2015,fehér akác,,46.309722,17.215
Bokod,375,Komárom-Esztergom,"47,27,44-18,15,42",2014,fehér akác,"Szél Győző, Daniló Eszter",47.462222,18.261667
Szálka,374,Tolna,"46,15,59-18,37,34",2025,fehér akác,Elblinger Ferenc,46.266389,18.626111
Somogytarnóca,373,Somogy,"46,00,30-17,28,39",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.008333,17.4775
Somogytarnóca,371,Somogy,"46,00,36-17,28,34",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.01,17.476111
Szulok,371,Somogy,"46,02,53-17,31,14",2015,fehér akác,,46.048056,17.520556
Somogytarnóca,369,Somogy,"46,00,36-17,28,35",2011,fehér akác,"Lukács Róbert, Zombori Zoltán",46.01,17.476389
